,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
1100,"1 CYP51A1, CYP51 + 1 SP1, TSFP1 + NA + NA <=> NA",,,R-HSA-5660427 + R-HSA-1592223 + R-HSA-381204 + R-HSA-2065551 <=> R-HSA-2426132,R-HSA-2426163
1101,"1 SC5DL, SC5D + NA + NA <=> NA",,,R-HSA-2394001 + R-HSA-381204 + R-HSA-2065551 <=> R-HSA-2426140,R-HSA-2426164
1102,1 VD3 [extracellular region] <=> 1 VD3 [endoplasmic reticulum membrane],,,R-ALL-209767 <=> R-ALL-8963870,R-HSA-350147
1103,NA <=> NA,,,R-HSA-350085 <=> R-HSA-8963847,R-HSA-350158
1104,NA <=> NA,,,R-HSA-350115 <=> R-HSA-350092,R-HSA-350168
1105,"1 CUBN, IFCR + NA <=> NA",,,R-HSA-264843 + R-HSA-209892 <=> R-HSA-350115,R-HSA-350186
1106,1 FOR-CoA [peroxisomal matrix] + 1 H2O [peroxisomal matrix] <=> 1 CoA-SH [peroxisomal matrix] + 1 HCOOH [peroxisomal matrix],,,R-ALL-389578 + R-ALL-141343 <=> R-ALL-193514 + R-ALL-389585,R-HSA-389580
1107,1 ACoA + 1 CoA-SH [peroxisomal matrix] <=> 1 ACoA + 1 ACoA,FFA_modify,,R-ALL-389996 + R-ALL-193514 <=> R-ALL-192314 + R-ALL-390002,R-HSA-390224
1108,"2 O2 [peroxisomal matrix] + 2 H2O [peroxisomal matrix] + 2 CoA-SH [peroxisomal matrix] + 1 ACoA + 2 NAD+ [peroxisomal matrix] <=> 2 H+ [peroxisomal matrix] + 1 4,8-dimethylnonanoyl-CoA [peroxisomal matrix] + 1 ACoA + 2 H2O2 [peroxisomal matrix] + 1 Ac-CoA [peroxisomal matrix] + 2 NADH [peroxisomal matrix]",FFA_modify,,R-ALL-113535 + R-ALL-141343 + R-ALL-193514 + R-ALL-390002 + R-ALL-192307 <=> R-ALL-193465 + R-ALL-390271 + R-ALL-192314 + R-ALL-113575 + R-ALL-353123 + R-ALL-192305,R-HSA-390276
1109,8 O2 [peroxisomal matrix] + 8 H2O [peroxisomal matrix] + 8 CoA-SH [peroxisomal matrix] + 1 tetracosanoyl-CoA [peroxisomal matrix] + 8 NAD+ [peroxisomal matrix] <=> 8 H+ [peroxisomal matrix] + 1 ACoA + 8 H2O2 [peroxisomal matrix] + 8 Ac-CoA [peroxisomal matrix] + 8 NADH [peroxisomal matrix],,,R-ALL-113535 + R-ALL-141343 + R-ALL-193514 + R-ALL-390246 + R-ALL-192307 <=> R-ALL-193465 + R-ALL-390303 + R-ALL-113575 + R-ALL-353123 + R-ALL-192305,R-HSA-390302
1110,1 XXX <=> 1 XXX,,,R-ALL-390409 <=> R-ALL-75973,R-HSA-390402
1111,"NA + NA + NA <=> 1 FABP1, FABPL + NA + NA",,,R-HSA-400196 + R-HSA-2026984 + R-HSA-400216 <=> R-HSA-1989743 + R-HSA-400207 + R-HSA-400154,R-HSA-400143
1112,"1 TBL1XR1, IRA1, TBLR1 + NA + 1 TBL1X, TBL1 + NA <=> NA",,,R-HSA-351643 + R-HSA-400138 + R-HSA-351644 + R-HSA-400207 <=> R-HSA-400196,R-HSA-400183
1113,"NA + 1 PPARA, NR1C1, PPAR + 1 RXRA, NR2B1 <=> NA",,,R-ALL-422139 + R-HSA-400186 + R-HSA-381319 <=> R-HSA-400138,R-HSA-400204
1114,1 ACoA <=> 1 NEFA,FFA_modify,,R-ALL-140356 <=> R-ALL-29768,R-HSA-428990
1115,NA + 1 ATP [cytosol] <=> 1 ADP [cytosol] + NA,,,R-HSA-2237880 + R-ALL-113592 <=> R-ALL-29370 + R-HSA-265277,R-HSA-429016
1116,NA <=> NA + 1 Cer,,,R-HSA-429705 <=> R-HSA-429672 + R-ALL-428270,R-HSA-429683
1117,"NA <=> 1 CERT1, CERT, COL4A3BP, STARD11 + NA",,,R-HSA-429672 <=> R-HSA-429712 + R-HSA-429703,R-HSA-429694
1118,"1 ATP [cytosol] + 1 CERT1, CERT, COL4A3BP, STARD11 <=> 1 CERT1, CERT, COL4A3BP, STARD11 + 1 ADP [cytosol]",,,R-ALL-113592 + R-HSA-429712 <=> R-HSA-429704 + R-ALL-29370,R-HSA-429698
1119,NA + 1 CERA [endoplasmic reticulum membrane] <=> NA,,,R-HSA-429672 + R-ALL-428256 <=> R-HSA-429705,R-HSA-429699
1120,"1 CERT1, CERT, COL4A3BP, STARD11 + 2 ATP [cytosol] <=> 2 ADP [cytosol] + 1 CERT1, CERT, COL4A3BP, STARD11",,,R-HSA-429704 + R-ALL-113592 <=> R-ALL-29370 + R-HSA-429695,R-HSA-429714
1121,3 H2O [cytosol] + NA <=> NA + 3 Pi [cytosol],,,R-ALL-29356 + R-HSA-429726 <=> R-HSA-429672 + R-ALL-29372,R-HSA-429730
1122,"1 CERT1, CERT, COL4A3BP, STARD11 + NA <=> NA",,,R-HSA-429695 + R-HSA-429703 <=> R-HSA-429726,R-HSA-429732
1123,1 NEFA + 1 H2O [endoplasmic reticulum lumen] <=> 1 NEFA,FFA_modify,,R-ALL-32879 + R-ALL-113519 <=> R-ALL-443890,R-HSA-443894
1124,"NA + 1 VDR, NR1I1 <=> 1 VDR, NR1I1 + 2 UBE2I, UBC9, UBCE9",,,R-HSA-2993778 + R-HSA-375512 <=> R-HSA-4546376 + R-HSA-912481,R-HSA-4546387
1125,1 PL [plasma membrane] + NA <=> NA,,,R-ALL-171142 + R-HSA-5333699 <=> R-HSA-5333679,R-HSA-5333678
1126,1 LCB + NA <=> NA,,,R-ALL-8876730 + R-HSA-5334833 <=> R-HSA-5334829,R-HSA-5334794
1127,"NA + 1 NR1H4, BAR, FXR, HRR1, RIP14 <=> NA",,,R-ALL-5340249 + R-HSA-5340228 <=> R-HSA-5340186,R-HSA-5340195
1128,"1 NCOA2, BHLHE75, SRC2, TIF2 + NA + 1 NCOA1, BHLHE74, SRC1 + 1 RXRA, NR2B1 <=> NA",,,R-HSA-376398 + R-HSA-5340186 + R-HSA-442496 + R-HSA-381319 <=> R-HSA-5340274,R-HSA-5340251
1129,1 GSL [plasma membrane] <=> 1 GSL [endoplasmic reticulum membrane],,,R-ALL-5340315 <=> R-ALL-5340299,R-HSA-5340320
1130,1 ACoA + 1 ACoA 0 <=> 1 CO2 [cytosol] + 1 ACoA 0 + 1 CoA-SH [cytosol],FFA_modify,,R-ALL-29508 + R-ALL-548808 <=> R-ALL-113528 + R-ALL-548797 + R-ALL-76194,R-HSA-548830
1131,"1 ANGPTL4, ARP4, HFARP, PGAR, PP1158, PSEC0166, UNQ171/PRO197 <=> 1 ANGPTL4, ARP4, HFARP, PGAR, PP1158, PSEC0166, UNQ171/PRO197",,,R-HSA-5640194 <=> R-HSA-381271,R-HSA-560473
1132,"1 CD36, GP4, GP3B <=> 1 CD36, GP3B, GP4",,,R-HSA-5640184 <=> R-HSA-51645,R-HSA-560517
1133,2 H2O [cytosol] + NA <=> 2 NEFA 0 + NA,,,R-ALL-29356 + R-HSA-5655943 <=> R-ALL-879620 + R-HSA-77380,R-HSA-5655955
1134,NA + 1 SCD <=> NA,,,R-HSA-2065537 + R-HSA-6800051 <=> R-HSA-1655743,R-HSA-6800052
1135,1 25(OH)D [endoplasmic reticulum membrane] <=> 1 25(OH)D [extracellular region],,,R-ALL-8963879 <=> R-ALL-209906,R-HSA-6807242
1136,"1 MTMR7 + 1 MTMR9, C8orf9, MTMR8 <=> NA",,,R-HSA-1604650 + R-HSA-6809239 <=> R-HSA-6809241,R-HSA-6809238
1137,"1 MTMR8 + 1 MTMR9, C8orf9, MTMR8 <=> NA",,,R-HSA-1604671 + R-HSA-6809239 <=> R-HSA-6809252,R-HSA-6809254
1138,"1 MTMR6 + 1 MTMR9, C8orf9, MTMR8 <=> NA",,,R-HSA-1604666 + R-HSA-6809239 <=> R-HSA-6809246,R-HSA-6809309
1139,"1 H2O [peroxisomal matrix] + 1 CoA-SH [peroxisomal matrix] <=> 1 PPANT [peroxisomal matrix] + 1 3',5'-ADP [peroxisomal matrix]",,,R-ALL-141343 + R-ALL-193514 <=> R-ALL-6809358 + R-ALL-6809360,R-HSA-6809354
1140,"1 MTMR12, KIAA1682, PIP3AP + 1 MTM1, CG2 <=> NA",,,R-HSA-6809657 + R-HSA-1604646 <=> R-HSA-6809679,R-HSA-6809680
1141,"1 MTMR12, KIAA1682, PIP3AP + 1 MTMR2, KIAA1073 <=> NA",,,R-HSA-6809657 + R-HSA-1604662 <=> R-HSA-6809705,R-HSA-6809707
1142,"1 MTMR2, KIAA1073 + 1 SBF1, MTMR5 <=> NA",,,R-HSA-1604662 + R-HSA-6809747 <=> R-HSA-6809761,R-HSA-6809764
1143,"2 MTMR2, KIAA1073 <=> NA",,,R-HSA-1604662 <=> R-HSA-6809787,R-HSA-6809785
1144,NA + NA <=> NA,,,R-HSA-6809787 + R-HSA-6809794 <=> R-HSA-6809791,R-HSA-6809793
1145,"1 MTMR2, KIAA1073 + 1 MTMR10 <=> NA",,,R-HSA-1604662 + R-HSA-6810028 <=> R-HSA-6810024,R-HSA-6810030
1146,"1 TMEM55B, C14orf9, PIP4P1 <=> 1 TMEM55B, C14orf9, PIP4P1",,,R-HSA-6810395 <=> R-HSA-6810405,R-HSA-6810392
1147,"1 PPARA, NR1C1, PPAR <=> 1 PPARA, NR1C1, PPAR",,,R-HSA-5640195 <=> R-HSA-400186,R-HSA-879724
1148,NA + NA <=> NA,,,R-HSA-8848239 + R-ALL-8848288 <=> R-HSA-8848291,R-HSA-8848246
1149,NA + NA <=> NA,,,R-ALL-5690520 + R-HSA-8848234 <=> R-HSA-8866017,R-HSA-8848247
1150,1 ACoA + 1 ACBD6 <=> NA,,,R-ALL-164991 + R-HSA-8848243 <=> R-HSA-8848271,R-HSA-8848250
1151,1 HXOL [cytosol] <=> 1 HXOL [peroxisomal matrix],,,R-ALL-8848577 <=> R-ALL-390440,R-HSA-8848586
1152,NA + NA <=> NA,,,R-ALL-8866926 + R-HSA-8856629 <=> R-HSA-8856647,R-HSA-8856630
1153,1 TAG + NA <=> NA,,,R-ALL-549167 + R-HSA-8857666 <=> R-HSA-8857661,R-HSA-8857686
1154,"1 HILPDA, C7orf68, HIG2 + NA <=> NA",,,R-HSA-8858285 + R-ALL-8866926 <=> R-HSA-8858282,R-HSA-8858270
1155,"1 HSD17B13, SCDR9, SDR16C3, HMFN0376, UNQ497/PRO1014 + NA <=> NA",,,R-HSA-8862029 + R-ALL-8866926 <=> R-HSA-8862370,R-HSA-8862380
1156,"1 THRSP + 1 MID1IP1, MIG12 <=> NA",,,R-HSA-8867326 + R-HSA-8867328 <=> R-HSA-8867329,R-HSA-8866941
1157,NA + 1 PIP2 <=> NA,,,R-HSA-8870330 + R-ALL-202247 <=> R-HSA-8870324,R-HSA-8870332
1158,1 PIP + NA <=> NA,,,R-ALL-1806276 + R-HSA-8870496 <=> R-HSA-8870509,R-HSA-8870489
1159,NA + 1 PIP + 1 ARF1 <=> NA,,,R-HSA-8870506 + R-ALL-1806217 + R-HSA-199971 <=> R-HSA-8870493,R-HSA-8870499
1160,"NA + NA + NA + 1 RUFY1, RABIP4, ZFYVE12 <=> NA",,,R-HSA-2130191 + R-HSA-8871377 + R-HSA-8871367 + R-HSA-5215951 <=> R-HSA-8871353,R-HSA-8871366
1161,"1 RUFY1, RABIP4, ZFYVE12 <=> 1 RUFY1, RABIP4, ZFYVE12",,,R-HSA-8871352 <=> R-HSA-5215951,R-HSA-8871370
1162,"2 ATP [cytosol] + 1 RUFY1, RABIP4, ZFYVE12 <=> 1 RUFY1, RABIP4, ZFYVE12 + 2 ADP [cytosol]",,,R-ALL-113592 + R-HSA-8871374 <=> R-HSA-8871352 + R-ALL-29370,R-HSA-8871373
1163,"1 PIP + 1 RUFY1, RABIP4, ZFYVE12 <=> NA",,,R-ALL-1806200 + R-HSA-5215951 <=> R-HSA-8871354,R-HSA-8871376
1164,"1 PCTP, STARD2 + 1 PC <=> NA",,,R-HSA-5215990 + R-ALL-1524163 <=> R-HSA-8873866,R-HSA-8873794
1165,NA <=> NA,,,R-HSA-8873897 <=> R-HSA-8873896,R-HSA-8873830
1166,"NA <=> 1 LPCAT1, AYTL2, PFAAP3 + NA",,,R-HSA-8873921 <=> R-HSA-1498772 + R-HSA-8873863,R-HSA-8873834
1167,1 Cholesterol + 1 Cholesterol + 1 STARD5 <=> NA,,,R-ALL-176655 + R-ALL-5357505 + R-HSA-196114 <=> R-HSA-8873894,R-HSA-8873850
1168,"1 STARD10, SDCCAG28, CGI-52 + 1 PC + 1 LPCAT1, AYTL2, PFAAP3 <=> NA",,,R-HSA-8873867 + R-ALL-426925 + R-HSA-1498772 <=> R-HSA-8873921,R-HSA-8873923
1169,"1 STARD10, SDCCAG28, CGI-52 + 1 ATP [cytosol] <=> 1 STARD10, SDCCAG28, CGI-52 + 1 ADP [cytosol]",,,R-HSA-8873867 + R-ALL-113592 <=> R-HSA-8873930 + R-ALL-29370,R-HSA-8873929
1170,1 ATP [mitochondrial matrix] + 1 NEFA 0 <=> 1 adenosine 5'-monophosphate [mitochondrial matrix] + 1 PPi [mitochondrial matrix] + 1 ACoA,FFA_modify,,R-ALL-113593 + R-ALL-8875042 <=> R-ALL-159448 + R-ALL-159450 + R-ALL-77318,R-HSA-8875013
1171,1 NEFA + 1 CoA-SH [mitochondrial matrix] + 1 ATP [mitochondrial matrix] <=> 1 adenosine 5'-monophosphate [mitochondrial matrix] + 1 PPi [mitochondrial matrix] + 1 ACoA,FFA_modify,,R-ALL-5696008 + R-ALL-29374 + R-ALL-113593 <=> R-ALL-159448 + R-ALL-159450 + R-ALL-5696003,R-HSA-8875077
1172,"1 PC + 1 STARD7, GTT1 <=> NA",,,R-ALL-426925 + R-HSA-8873841 <=> R-HSA-8873897,R-HSA-8877153
1173,1 ACoA + 1 NDUFAB1 <=> 1 CoA-SH [mitochondrial matrix] + 1 NDUFAB1,,,R-ALL-977314 + R-HSA-8933545 <=> R-ALL-29374 + R-HSA-8934586,R-HSA-8933547
1174,1 CAR [cytosol] <=> 1 Cholesterol,,,R-ALL-30235 <=> R-ALL-549207,R-HSA-8949399
1175,NA <=> 1 GC + 1 VD3 [extracellular region],,,R-HSA-352339 <=> R-HSA-209886 + R-ALL-209767,R-HSA-8963851
1176,"NA <=> 1 CUBN, IFCR + 1 25(OH)D [lysosomal lumen]",,,R-HSA-8963847 <=> R-HSA-350088 + R-ALL-350136,R-HSA-8963864
1177,1 VD3 [endoplasmic reticulum membrane] <=> 1 VD3 [extracellular region],,,R-ALL-8963870 <=> R-ALL-209767,R-HSA-8963872
1178,"1 1,25(OH)2D [cytosol] <=> 1 1,25(OH)2D [nucleoplasm]",,,R-ALL-209800 <=> R-ALL-8963912,R-HSA-8963913
1179,"1 VDR, NR1I1 + 1 1,25(OH)2D [nucleoplasm] <=> NA",,,R-HSA-375512 + R-ALL-8963912 <=> R-HSA-8963916,R-HSA-8963915
1180,1 NADPH [cytosol] + 1 NEFA <=> 1 NADP+ [cytosol] + 1 NFFA 0,,,R-ALL-29364 + R-ALL-9020602 <=> R-ALL-29366 + R-ALL-9022650,R-HSA-9018867
1181,1 NEFA + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 NEFA + 1 NADP+ [cytosol],FFA_modify,,R-ALL-2026977 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-9020583 + R-ALL-29366,R-HSA-9018874
1182,1 NEFA + 1 NADPH [cytosol] <=> 1 NEFA 0 + 1 NADP+ [cytosol],FFA_modify,,R-ALL-9023702 + R-ALL-29364 <=> R-ALL-9023700 + R-ALL-29366,R-HSA-9018901
1183,NA + 1 NEFA <=> 1 NEFA 0 + NA,FFA_modify,,R-ALL-5359016 + R-ALL-9024797 <=> R-ALL-9024803 + R-ALL-9024637,R-HSA-9020249
1184,NA + 1 NEFA <=> NA + 1 NEFA 0,FFA_modify,,R-ALL-5359016 + R-ALL-9024765 <=> R-ALL-9024637 + R-ALL-9024795,R-HSA-9020260
1185,NA <=> NA,,,R-ALL-9023985 <=> R-ALL-9029501,R-HSA-9023980
1186,NA <=> NA,,,R-ALL-9023979 <=> R-ALL-9023981,R-HSA-9023983
1187,NA <=> NA,FFA_modify,,R-ALL-9024582 <=> R-ALL-9024575,R-HSA-9024586
1188,NA + 1 NEFA <=> NA + 1 NEFA 0,FFA_modify,,R-ALL-5359016 + R-ALL-9024576 <=> R-ALL-9024637 + R-ALL-9024633,R-HSA-9024624
1189,NA + 1 NEFA <=> 1 NEFA 0 + NA,,,R-ALL-5359016 + R-ALL-9024479 <=> R-ALL-9024639 + R-ALL-9024637,R-HSA-9024630
1190,NA <=> NA,,,R-ALL-9024814 <=> R-ALL-9024812,R-HSA-9024785
1191,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29356 + R-ALL-9025001 <=> R-ALL-9025000,R-HSA-9024973
1192,NA + 1 NEFA <=> NA + 1 NEFA,FFA_modify,,R-ALL-5359016 + R-ALL-9024989 <=> R-ALL-9024637 + R-ALL-9025005,R-HSA-9025007
1193,1 H2O [cytosol] + 1 NEFA <=> NA,,,R-ALL-29356 + R-ALL-9026307 <=> R-ALL-9026321,R-HSA-9025998
1194,1 H2O [cytosol] + 1 NEFA <=> NA,,,R-ALL-29356 + R-ALL-9026046 <=> R-ALL-9026023,R-HSA-9026000
1195,1 NEFA + NA <=> 1 NEFA + NA,FFA_modify,,R-ALL-9026034 + R-ALL-5359016 <=> R-ALL-9026036 + R-ALL-9024637,R-HSA-9026001
1196,1 H2O [cytosol] + 1 NEFA <=> NA,,,R-ALL-29356 + R-ALL-9026050 <=> R-ALL-9026291,R-HSA-9026008
1197,1 NEFA <=> 1 NEFA,,,R-ALL-9026407 <=> R-ALL-9026400,R-HSA-9026411
1198,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29356 + R-ALL-9025001 <=> R-ALL-9025005,R-HSA-9026544
1199,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA + 1 NEFA,FFA_modify,,R-ALL-29356 + R-ALL-9026761 <=> R-ALL-29404 + R-ALL-9026760,R-HSA-9026757
1200,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA + 1 Gly [cytosol],FFA_modify,,R-ALL-29356 + R-ALL-9026760 <=> R-ALL-9026776 + R-ALL-29424,R-HSA-9026771
1201,1 GSH [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29450 + R-ALL-9024873 <=> R-ALL-9026903,R-HSA-9026901
1202,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA + 1 Gly [cytosol],FFA_modify,,R-ALL-29356 + R-ALL-9026921 <=> R-ALL-9026906 + R-ALL-29424,R-HSA-9026907
1203,1 NEFA + 1 H2O [cytosol] <=> 1 NEFA + 1 NEFA,FFA_modify,,R-ALL-9026903 + R-ALL-29356 <=> R-ALL-29404 + R-ALL-9026921,R-HSA-9026912
1204,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA + 1 Gly [cytosol],FFA_modify,,R-ALL-29356 + R-ALL-9026922 <=> R-ALL-9026914 + R-ALL-29424,R-HSA-9026916
1205,1 NEFA + 1 NADP+ [cytosol] <=> 1 NEFA + 1 NADPH [cytosol],FFA_modify,,R-ALL-9026919 + R-ALL-29366 <=> R-ALL-9024768 + R-ALL-29364,R-HSA-9026917
1206,1 O2 [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29368 + R-ALL-9024012 <=> R-ALL-9026919,R-HSA-9026918
1207,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA + 1 NEFA,FFA_modify,,R-ALL-29356 + R-ALL-9026915 <=> R-ALL-29404 + R-ALL-9026922,R-HSA-9026927
1208,1 NEFA + NA <=> 1 NEFA + NA,FFA_modify,,R-ALL-9025012 + R-ALL-5359016 <=> R-ALL-9027029 + R-ALL-9024637,R-HSA-9027033
1209,1 NEFA + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NEFA + 1 NADP+ [cytosol],FFA_modify,,R-ALL-9027029 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-9027040 + R-ALL-29366,R-HSA-9027042
1210,1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] + 1 NEFA <=> 1 H2O [cytosol] + 1 NEFA + 1 NADP+ [cytosol],FFA_modify,,R-ALL-70106 + R-ALL-29368 + R-ALL-29364 + R-ALL-9027049 <=> R-ALL-29356 + R-ALL-9027045 + R-ALL-29366,R-HSA-9027044
1211,1 NADP+ [cytosol] + 1 NEFA <=> 1 NEFA + 1 NADPH [cytosol],FFA_modify,,R-ALL-29366 + R-ALL-9027547 <=> R-ALL-9027537 + R-ALL-29364,R-HSA-9027531
1212,1 NEFA + 1 NADP+ [cytosol] <=> 1 NADPH [cytosol] + 1 NEFA,FFA_modify,,R-ALL-9027622 + R-ALL-29366 <=> R-ALL-29364 + R-ALL-9027626,R-HSA-9027562
1213,1 NEFA + 1 NADP+ [cytosol] <=> 1 NEFA + 1 NADPH [cytosol],FFA_modify,,R-ALL-9026400 + R-ALL-29366 <=> R-ALL-9027602 + R-ALL-29364,R-HSA-9027598
1214,1 NEFA + 1 NADP+ [cytosol] <=> 1 NEFA + 1 NADPH [cytosol],FFA_modify,,R-ALL-9027614 + R-ALL-29366 <=> R-ALL-9027601 + R-ALL-29364,R-HSA-9027600
1215,1 NEFA + 1 NADP+ [cytosol] <=> 1 H+ [cytosol] + 1 NADPH [cytosol] + 1 NEFA,FFA_modify,,R-ALL-9028240 + R-ALL-29366 <=> R-ALL-70106 + R-ALL-29364 + R-ALL-9028200,R-HSA-9027625
1216,1 NEFA + 1 NADP+ [cytosol] <=> 1 H+ [cytosol] + 1 NADPH [cytosol] + 1 NEFA,FFA_modify,,R-ALL-9028274 + R-ALL-29366 <=> R-ALL-70106 + R-ALL-29364 + R-ALL-9028265,R-HSA-9027631
1217,1 NADP+ [cytosol] + 1 NEFA <=> 1 H+ [cytosol] + 1 NADPH [cytosol] + 1 NEFA,FFA_modify,,R-ALL-29366 + R-ALL-9028283 <=> R-ALL-70106 + R-ALL-29364 + R-ALL-9028202,R-HSA-9027632
1218,1 NEFA <=> 1 H2O [cytosol] + 1 NEFA,FFA_modify,,R-ALL-9028201 <=> R-ALL-29356 + R-ALL-9028207,R-HSA-9028260
1219,1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-9028230 <=> R-ALL-9028201,R-HSA-9028263
1220,1 NEFA <=> 1 NEFA + 1 H2O [cytosol],FFA_modify,,R-ALL-9028280 <=> R-ALL-9028230 + R-ALL-29356,R-HSA-9028273
1221,NA <=> NA,,,R-ALL-9031813 <=> R-ALL-9031815,R-HSA-9031802
1222,NA <=> NA,,,R-ALL-9031800 <=> R-ALL-9031809,R-HSA-9031803
1223,NA <=> NA,,,R-ALL-9031812 <=> R-ALL-9031819,R-HSA-9031807
1224,NA <=> NA,,,R-ALL-9031855 <=> R-ALL-9031853,R-HSA-9031856
1225,NA <=> NA,,,R-ALL-9031889 <=> R-ALL-9031890,R-HSA-9031881
1226,NA <=> NA,,,R-ALL-9031904 <=> R-ALL-9031892,R-HSA-9031884
1227,NA <=> NA,,,R-ALL-9031885 <=> R-ALL-9031900,R-HSA-9031894
1228,NA <=> NA,,,R-ALL-9026023 <=> R-ALL-9031899,R-HSA-9031896
1229,NA <=> NA,,,R-ALL-9026394 <=> R-ALL-9032020,R-HSA-9032021
1230,1 NEFA <=> 1 NEFA,,,R-ALL-265281 <=> R-ALL-9032038,R-HSA-9032036
1231,NA <=> NA,,,R-ALL-2161856 <=> R-ALL-9037644,R-HSA-9032054
1232,NA <=> NA,,,R-ALL-9032319 <=> R-ALL-9032322,R-HSA-9032315
1233,NA <=> NA,,,R-ALL-9032318 <=> R-ALL-9032325,R-HSA-9032323
1234,1 NEFA + 1 NEFA <=> 1 NEFA + 1 NEFA,,,R-ALL-9028207 + R-ALL-9028202 <=> R-ALL-9032328 + R-ALL-9032313,R-HSA-9032327
1235,NA + 1 Serpina6 <=> NA,,,R-ALL-1449707 + R-MMU-1449658 <=> R-MMU-1449677,R-MMU-1449687
1236,1 PC + NA + 1 PC + NA <=> NA + 1 PI + NA + 1 PI,,,R-ALL-429785 + R-MMU-1524150 + R-ALL-429785 + R-MMU-1524150 <=> R-MMU-1524122 + R-ALL-1524146 + R-MMU-1524122 + R-ALL-1524146,R-MMU-1483087
1237,NA + NA <=> NA + NA,,,R-MMU-1524122 + R-MMU-1524122 <=> R-MMU-1524110 + R-MMU-1524110,R-MMU-1483211
1238,1 PI + NA + 1 PI + NA <=> 1 PC + NA + 1 PC + NA,,,R-ALL-426639 + R-MMU-1524110 + R-ALL-426639 + R-MMU-1524110 <=> R-ALL-426925 + R-MMU-1524117 + R-ALL-426925 + R-MMU-1524117,R-MMU-1483219
1239,NA + NA <=> NA + NA,,,R-MMU-1524117 + R-MMU-1524117 <=> R-MMU-1524150 + R-MMU-1524150,R-MMU-1483229
1240,1 H2O [lysosomal lumen] + NA <=> 1 Gm2a + 1 GalNAc [lysosomal lumen] + 1 GM3,,,R-ALL-1605715 + R-MMU-1605600 <=> R-MMU-1605614 + R-ALL-1605658 + R-ALL-1605641,R-MMU-1605595
1241,1 Gm2a + 1 GM2 <=> NA,,,R-MMU-1605614 + R-ALL-1605610 <=> R-MMU-1605600,R-MMU-1605717
1242,1 Sumf1 + 1 Sumf2 <=> NA,,,R-MMU-1614316 + R-MMU-1614305 <=> R-MMU-1614330,R-MMU-1614336
1243,1 NAD+ [endoplasmic reticulum lumen] + NA <=> 1 H2S [endoplasmic reticulum lumen] + 1 NADH [endoplasmic reticulum lumen] + NA,,,R-ALL-194653 + R-MMU-1614312 <=> R-ALL-1663154 + R-ALL-194697 + R-MMU-1614309,R-MMU-1614362
1244,2 Fasn <=> NA,,,R-MMU-54659 <=> R-MMU-77380,R-MMU-163756
1245,NA <=> NA,,,R-MMU-2065556 <=> R-MMU-2065543,R-MMU-1655831
1246,NA <=> NA + NA,,,R-MMU-1655742 <=> R-MMU-1655737 + R-MMU-1655726,R-MMU-1655842
1247,NA <=> NA,,,R-MMU-1655726 <=> R-MMU-1655732,R-MMU-1655851
1248,NA + 1 Pi4kb <=> NA,,,R-MMU-1806258 + R-MMU-1604615 <=> R-MMU-1806287,R-MMU-1676152
1249,3 O2 [mitochondrial matrix] + 1 Cholesterol + 3 H+ [mitochondrial matrix] + NA + 3 NADPH [mitochondrial matrix] <=> 1 PREG [mitochondrial matrix] + 3 NADP+ [mitochondrial matrix] + 1 ISCAL [mitochondrial matrix] + NA + 4 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-193086 + R-ALL-113529 + R-MMU-5580249 + R-ALL-113600 <=> R-ALL-193164 + R-ALL-113563 + R-ALL-193046 + R-MMU-5580259 + R-ALL-113521,R-MMU-193101
1250,NA <=> 1 Alb + NA,,,R-MMU-194104 <=> R-MMU-194115 + R-ALL-194097,R-MMU-194079;R-MMU-194083
1251,NA + 2 Na+ [extracellular region] <=> NA + 2 Na+ [cytosol] + 1 Alb,,,R-MMU-194125 + R-ALL-74113 <=> R-ALL-193416 + R-ALL-83910 + R-MMU-194115,R-MMU-194121
1252,NA <=> 1 Alb + NA,,,R-MMU-194110 <=> R-MMU-194115 + R-ALL-194131,R-MMU-194130
