,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
2501,1 ATP(4-) + 1 coenzyme A(4-) + 1 ST  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ST,,,CHEBI:30616 + CHEBI:57287 + CHEBI:29747 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:57373,RHEA:23532
2502,1 ATP(4-) + 1 water + 1 ST  <=> 1 ADP(3-) + 1 hydron + 1 hydrogenphosphate + 1 ST,,,CHEBI:30616 + CHEBI:15377 + CHEBI:57905 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:43474 + CHEBI:57905,RHEA:61364
2503,1 taurine zwitterion + 1 ST  <=> 1 water + 1 ST,,,CHEBI:507393 + CHEBI:29747 <=> CHEBI:15377 + CHEBI:36257,RHEA:47108
2504,1 NADP(3-) + 1 ST  <=> 1 hydron + 1 NADPH(4-) + 1 ST,,,CHEBI:58349 + CHEBI:29747 <=> CHEBI:15378 + CHEBI:57783 + CHEBI:87736,RHEA:47500
2505,1 hydrogen acceptor + 1 hydron + 1 NADH(2-) <=> 1 hydrogen donor + 1 NAD(1-),,,CHEBI:13193 + CHEBI:15378 + CHEBI:57945 <=> CHEBI:17499 + CHEBI:57540,RHEA:11356
2506,1 ATP(4-) + 1 water + 1 ST  <=> 1 ADP(3-) + 1 hydron + 1 hydrogenphosphate + 1 ST,,,CHEBI:30616 + CHEBI:15377 + CHEBI:29747 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:43474 + CHEBI:29747,RHEA:50048
2507,"1 NADP(3-) + 1 ST  <=> 1 3alpha,7alpha-dihydroxy-12-oxo-5beta-cholanate + 1 hydron + 1 NADPH(4-)",,,CHEBI:58349 + CHEBI:29747 <=> CHEBI:11901 + CHEBI:15378 + CHEBI:57783,RHEA:14129
2508,1 water + 1 ST  <=> 1 coenzyme A(4-) + 1 hydron + 1 ST,,,CHEBI:15377 + CHEBI:57373 <=> CHEBI:57287 + CHEBI:15378 + CHEBI:29747,RHEA:14541
2509,1 FAD(3-) + 1 hydron + 1 water + 1 ST  <=> 1 FADH2(2-) + 1 ST,,,CHEBI:57692 + CHEBI:15378 + CHEBI:15377 + CHEBI:23614 <=> CHEBI:58307 + CHEBI:29747,RHEA:16717
2510,1 water + 1 ST  <=> 1 glycine zwitterion + 1 ST,,,CHEBI:15377 + CHEBI:29746 <=> CHEBI:57305 + CHEBI:29747,RHEA:19353
2511,1 allodeoxycholoyl-CoA(4-) + 1 ST  <=> 1 allodeoxycholate + 1 ST,,,CHEBI:137664 + CHEBI:29747 <=> CHEBI:137662 + CHEBI:57373,RHEA:53756
2512,1 lithocholate-3-O-beta-D-glucoside(1-) + 1 water <=> 1 D-glucopyranose + 1 ST,,,CHEBI:142611 + CHEBI:15377 <=> CHEBI:4167 + CHEBI:29744,RHEA:58344
2513,1 dioxygen + 1 FMNH2(2-) + 1 ST  <=> 1 1beta-hydroxydeoxycholate + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:15379 + CHEBI:57618 + CHEBI:23614 <=> CHEBI:134124 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51464
2514,1 dioxygen + 1 FMNH2(2-) + 1 ST  <=> 1 hydron + 1 water + 1 hyodeoxycholate + 1 FMN(3-),,,CHEBI:15379 + CHEBI:57618 + CHEBI:29744 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:58875 + CHEBI:58210,RHEA:23644
2515,1 water + 1 ST  <=> 1 coenzyme A(4-) + 1 hydron + 1 ST,,,CHEBI:15377 + CHEBI:62989 <=> CHEBI:57287 + CHEBI:15378 + CHEBI:36234,RHEA:31511
2516,1 glycine zwitterion + 1 ST  <=> 1 water + 1 ST,,,CHEBI:57305 + CHEBI:36234 <=> CHEBI:15377 + CHEBI:36252,RHEA:47112
2517,1 ATP(4-) + 1 coenzyme A(4-) + 1 ST  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ACoA,,,CHEBI:30616 + CHEBI:57287 + CHEBI:23614 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:58810,RHEA:47128
2518,1 ATP(4-) + 1 coenzyme A(4-) + 1 ST  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ST,,,CHEBI:30616 + CHEBI:57287 + CHEBI:29744 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:87438,RHEA:47136
2519,1 NADP(3-) + 1 ST  <=> 1 hydron + 1 NADPH(4-) + 1 ST,,,CHEBI:58349 + CHEBI:23614 <=> CHEBI:15378 + CHEBI:57783 + CHEBI:87734,RHEA:47480
2520,1 NAD(1-) + 1 ST  <=> 1 hydron + 1 NADH(2-) + 1 ST,,,CHEBI:57540 + CHEBI:23614 <=> CHEBI:15378 + CHEBI:57945 + CHEBI:87734,RHEA:47484
2521,1 NADP(3-) + 1 ST  <=> 1 hydron + 1 NADPH(4-) + 1 ST,,,CHEBI:58349 + CHEBI:29744 <=> CHEBI:15378 + CHEBI:57783 + CHEBI:11867,RHEA:47496
2522,1 NADP(3-) + 1 ST  <=> 1 hydron + 1 NADPH(4-) + 1 ST,,,CHEBI:58349 + CHEBI:36234 <=> CHEBI:15378 + CHEBI:57783 + CHEBI:87731,RHEA:47504
2523,1 hydron + 1 NADH(2-) + 1 ST  <=> 1 NAD(1-) + 1 ST,,,CHEBI:15378 + CHEBI:57945 + CHEBI:11867 <=> CHEBI:57540 + CHEBI:87728,RHEA:47508
2524,1 hydron + 1 NADPH(4-) + 1 ST  <=> 1 NADP(3-) + 1 ST,,,CHEBI:15378 + CHEBI:57783 + CHEBI:11867 <=> CHEBI:58349 + CHEBI:87728,RHEA:47520
2525,1 NAD(1-) + 1 ST  <=> 1 hydron + 1 NADH(2-) + 1 ST,,,CHEBI:57540 + CHEBI:36234 <=> CHEBI:15378 + CHEBI:57945 + CHEBI:87731,RHEA:47532
2526,1 glycodeoxycholate + 1 water <=> 1 glycine zwitterion + 1 ST,,,CHEBI:82982 + CHEBI:15377 <=> CHEBI:57305 + CHEBI:23614,RHEA:47552
2527,1 water + 1 taurodeoxycholate <=> 1 taurine zwitterion + 1 ST,,,CHEBI:15377 + CHEBI:36261 <=> CHEBI:507393 + CHEBI:23614,RHEA:47556
2528,1 NAD(1-) + 1 ST  <=> 1 hydron + 1 NADH(2-) + 1 ST,,,CHEBI:57540 + CHEBI:36234 <=> CHEBI:15378 + CHEBI:57945 + CHEBI:78605,RHEA:42036
2529,1 ATP(4-) + 1 coenzyme A(4-) + 1 ST  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ST,,,CHEBI:30616 + CHEBI:57287 + CHEBI:36234 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:62989,RHEA:43764
2530,"1 3'-phosphonato-5'-adenylyl sulfate(4-) + 1 glycolithocholate <=> 1 adenosine 3',5'-bismonophosphate(4-) + 1 hydron + 1 sulfoglycolithocholate(2-)",,,CHEBI:58339 + CHEBI:60008 <=> CHEBI:58343 + CHEBI:15378 + CHEBI:60007,RHEA:10908
2531,1 FAD(3-) + 1 hydron + 1 water + 1 ST  <=> 1 FADH2(2-) + 1 ST,,,CHEBI:57692 + CHEBI:15378 + CHEBI:15377 + CHEBI:29744 <=> CHEBI:58307 + CHEBI:36234,RHEA:11572
2532,1 water + 1 ST  <=> 1 taurine zwitterion + 1 ST,,,CHEBI:15377 + CHEBI:9407 <=> CHEBI:507393 + CHEBI:36234,RHEA:16309
2533,1 water + 1 ACoA  <=> 1 coenzyme A(4-) + 1 hydron + 1 ST,,,CHEBI:15377 + CHEBI:58810 <=> CHEBI:57287 + CHEBI:15378 + CHEBI:23614,RHEA:17693
2534,1 dioxygen + 1 FMNH2(2-) + 1 ST  <=> 1 murideoxycholate + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:15379 + CHEBI:57618 + CHEBI:29744 <=> CHEBI:58876 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:18857
2535,1 cholesterol sulfate(1-) + 1 dioxygen + 1 FMNH2(2-) <=> 1 (24S)-hydroxycholesterol 3-sulfate(1-) + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:136579 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:136567 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:58840
2536,"1 3'-phosphonato-5'-adenylyl sulfate(4-) + 1 ST  <=> 1 adenosine 3',5'-bismonophosphate(4-) + 1 hydron + 1 lithocholate sulfate(2-)",,,CHEBI:58339 + CHEBI:29744 <=> CHEBI:58343 + CHEBI:15378 + CHEBI:133940,RHEA:51064
2537,1 dioxygen + 1 FMNH2(2-) + 1 ST  <=> 1 alpha-muricholate + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:15379 + CHEBI:57618 + CHEBI:36234 <=> CHEBI:134116 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51448
2538,"1 (24S)-hydroxycholesterol 24-sulfate(1-) + 1 3'-phosphonato-5'-adenylyl sulfate(4-) <=> 1 (24S)-hydroxycholesterol 3,24-disulfate(2-) + 1 adenosine 3',5'-bismonophosphate(4-) + 1 hydron",,,CHEBI:136566 + CHEBI:58339 <=> CHEBI:136568 + CHEBI:58343 + CHEBI:15378,RHEA:52352
2539,"1 (3beta,5alpha,17beta)-3-hydroxyandrostan-17-yl sulfate(1-) + 1 NADP(3-) <=> 1 5alpha-dihydrotestosterone sulfate(1-) + 1 hydron + 1 NADPH(4-)",,,CHEBI:136983 + CHEBI:58349 <=> CHEBI:136982 + CHEBI:15378 + CHEBI:57783,RHEA:53120
2540,"1 (3alpha,5alpha,17beta)-3-hydroxyandrostan-17-yl sulfate(1-) + 1 NADP(3-) <=> 1 5alpha-dihydrotestosterone sulfate(1-) + 1 hydron + 1 NADPH(4-)",,,CHEBI:133105 + CHEBI:58349 <=> CHEBI:136982 + CHEBI:15378 + CHEBI:57783,RHEA:53136
2541,1 allocholate + 1 ACoA  <=> 1 allocholoyl-CoA(4-) + 1 ST,,,CHEBI:137661 + CHEBI:58810 <=> CHEBI:137663 + CHEBI:23614,RHEA:53760
2542,1 allocholate + 1 ST  <=> 1 allocholoyl-CoA(4-) + 1 ST,,,CHEBI:137661 + CHEBI:87438 <=> CHEBI:137663 + CHEBI:29744,RHEA:53764
2543,1 beta-muricholate + 1 ST  <=> 1 beta-muricholoyl-CoA(4-) + 1 ST,,,CHEBI:134119 + CHEBI:87438 <=> CHEBI:137668 + CHEBI:29744,RHEA:53780
2544,1 beta-muricholate + 1 ACoA  <=> 1 beta-muricholoyl-CoA(4-) + 1 ST,,,CHEBI:134119 + CHEBI:58810 <=> CHEBI:137668 + CHEBI:23614,RHEA:53784
2545,1 ursodeoxycholoyl-CoA(4-) + 1 ST  <=> 1 ACoA  + 1 ST,,,CHEBI:137679 + CHEBI:23614 <=> CHEBI:58810 + CHEBI:78604,RHEA:53796
2546,1 ursodeoxycholoyl-CoA(4-) + 1 ST  <=> 1 ST  + 1 ST,,,CHEBI:137679 + CHEBI:29744 <=> CHEBI:87438 + CHEBI:78604,RHEA:53800
2547,1 NADP(3-) + 1 ST  <=> 1 hydron + 1 NADPH(4-) + 1 ST,,,CHEBI:58349 + CHEBI:36234 <=> CHEBI:15378 + CHEBI:57783 + CHEBI:78605,RHEA:53820
2548,1 NAD(1-) + 1 ST  <=> 1 7-oxotaurolithocholate + 1 hydron + 1 NADH(2-),,,CHEBI:57540 + CHEBI:9407 <=> CHEBI:137724 + CHEBI:15378 + CHEBI:57945,RHEA:53824
2549,1 NAD(1-) + 1 ST  <=> 1 7-oxoglycolithocholate + 1 hydron + 1 NADH(2-),,,CHEBI:57540 + CHEBI:36252 <=> CHEBI:137818 + CHEBI:15378 + CHEBI:57945,RHEA:53844
2550,1 NAD(1-) + 1 ST  <=> 1 7-oxotaurodeoxycholate + 1 hydron + 1 NADH(2-),,,CHEBI:57540 + CHEBI:36257 <=> CHEBI:137820 + CHEBI:15378 + CHEBI:57945,RHEA:53848
2551,1 NAD(1-) + 1 ST  <=> 1 7-oxoglycodeoxycholate + 1 hydron + 1 NADH(2-),,,CHEBI:57540 + CHEBI:29746 <=> CHEBI:137824 + CHEBI:15378 + CHEBI:57945,RHEA:53852
2552,"1 7beta-hydroxy-3,12-dioxo-5beta-cholanate + 1 NADP(3-) <=> 1 3,7,12-trioxo-5beta-cholan-24-oate + 1 hydron + 1 NADPH(4-)",,,CHEBI:137882 + CHEBI:58349 <=> CHEBI:137881 + CHEBI:15378 + CHEBI:57783,RHEA:53860
2553,"1 3alpha,7beta-dihydroxy-12-oxo-5beta-cholanate + 1 NADP(3-) <=> 1 7,12-dioxolithocholate + 1 hydron + 1 NADPH(4-)",,,CHEBI:137886 + CHEBI:58349 <=> CHEBI:137789 + CHEBI:15378 + CHEBI:57783,RHEA:53864
2554,1 ATP(4-) + 1 estrone 3-sulfate(1-) + 1 water <=> 1 ADP(3-) + 1 estrone 3-sulfate(1-) + 1 hydron + 1 hydrogenphosphate,,,CHEBI:30616 + CHEBI:60050 + CHEBI:15377 <=> CHEBI:456216 + CHEBI:60050 + CHEBI:15378 + CHEBI:43474,RHEA:61348
2555,1 hydron + 1 NADPH(4-) + 1 ST  <=> 1 NADP(3-) + 1 ST,,,CHEBI:15378 + CHEBI:57783 + CHEBI:87734 <=> CHEBI:58349 + CHEBI:87733,RHEA:47488
2556,1 hydron + 1 NADH(2-) + 1 ST  <=> 1 NAD(1-) + 1 ST,,,CHEBI:15378 + CHEBI:57945 + CHEBI:87734 <=> CHEBI:57540 + CHEBI:87733,RHEA:47492
2557,1 hydron + 1 NADH(2-) + 1 ST  <=> 1 NAD(1-) + 1 ST,,,CHEBI:15378 + CHEBI:57945 + CHEBI:87736 <=> CHEBI:57540 + CHEBI:87735,RHEA:47512
2558,1 hydron + 1 NADPH(4-) + 1 ST  <=> 1 NADP(3-) + 1 ST,,,CHEBI:15378 + CHEBI:57783 + CHEBI:87736 <=> CHEBI:58349 + CHEBI:87735,RHEA:47528
2559,1 hydron + 1 NADPH(4-) + 1 ST  <=> 1 NADP(3-) + 1 ST,,,CHEBI:15378 + CHEBI:57783 + CHEBI:78605 <=> CHEBI:58349 + CHEBI:78604,RHEA:47540
2560,1 ATP(4-) + 1 water + 1 taurolithocholic acid sulfate(2-) <=> 1 ADP(3-) + 1 hydron + 1 hydrogenphosphate + 1 taurolithocholic acid sulfate(2-),,,CHEBI:30616 + CHEBI:15377 + CHEBI:58301 <=> CHEBI:456216 + CHEBI:15378 + CHEBI:43474 + CHEBI:58301,RHEA:50084
2561,1 NAD(1-) + 1 ST  <=> 1 hydron + 1 NADH(2-) + 1 ST,,,CHEBI:57540 + CHEBI:78604 <=> CHEBI:15378 + CHEBI:57945 + CHEBI:78605,RHEA:42028
2562,"1 3'-phosphonato-5'-adenylyl sulfate(4-) + 1 ST  <=> 1 adenosine 3',5'-bismonophosphate(4-) + 1 hydron + 1 taurolithocholic acid sulfate(2-)",,,CHEBI:58339 + CHEBI:17179 <=> CHEBI:58343 + CHEBI:15378 + CHEBI:58301,RHEA:14013
2563,1 dioxygen + 1 FMNH2(2-) + 1 ST  <=> 1 beta-muricholate + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:15379 + CHEBI:57618 + CHEBI:78604 <=> CHEBI:134119 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:51452
2564,1 allocholate + 1 allodeoxycholoyl-CoA(4-) <=> 1 allocholoyl-CoA(4-) + 1 allodeoxycholate,,,CHEBI:137661 + CHEBI:137664 <=> CHEBI:137663 + CHEBI:137662,RHEA:53768
2565,1 allodeoxycholoyl-CoA(4-) + 1 beta-muricholate <=> 1 allodeoxycholate + 1 beta-muricholoyl-CoA(4-),,,CHEBI:137664 + CHEBI:134119 <=> CHEBI:137662 + CHEBI:137668,RHEA:53788
2566,1 allodeoxycholoyl-CoA(4-) + 1 ST  <=> 1 allodeoxycholate + 1 ursodeoxycholoyl-CoA(4-),,,CHEBI:137664 + CHEBI:78604 <=> CHEBI:137662 + CHEBI:137679,RHEA:53804
2567,1 hydron + 1 NADH(2-) + 1 ST  <=> 1 NAD(1-) + 1 ST,,,CHEBI:15378 + CHEBI:57945 + CHEBI:87731 <=> CHEBI:57540 + CHEBI:87730,RHEA:47516
2568,1 hydron + 1 NADPH(4-) + 1 ST  <=> 1 NADP(3-) + 1 ST,,,CHEBI:15378 + CHEBI:57783 + CHEBI:87731 <=> CHEBI:58349 + CHEBI:87730,RHEA:47536
2569,1 water + 1 ST  <=> 1 ST,,,CHEBI:15377 + CHEBI:87748 <=> CHEBI:87747,RHEA:47548
2570,1 ATP(4-) + 1 coenzyme A(4-) + 1 Cholesterol  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ACoA,,,CHEBI:30616 + CHEBI:57287 + CHEBI:58734 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:58677,RHEA:22976
2571,1 ATP(4-) + 1 coenzyme A(4-) + 1 Cholesterol  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ACoA,,,CHEBI:30616 + CHEBI:57287 + CHEBI:71541 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:83819,RHEA:29291
2572,1 ATP(4-) + 1 coenzyme A(4-) + 1 ACoA  <=> 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-) + 1 ACoA,,,CHEBI:30616 + CHEBI:57287 + CHEBI:83797 <=> CHEBI:456215 + CHEBI:33019 + CHEBI:83794,RHEA:43876
2573,"1 (25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-oate + 1 ATP(4-) + 1 coenzyme A(4-) <=> 1 (25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-oyl-CoA(4-) + 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-)",,,CHEBI:58750 + CHEBI:30616 + CHEBI:57287 <=> CHEBI:58752 + CHEBI:456215 + CHEBI:33019,RHEA:21776
2574,"1 ATP(4-) + 1 coenzyme A(4-) + 1 NEFA  <=> 1 5,6-epoxy-(8Z,11Z,14Z)-icosatrienoyl-CoA(4-) + 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-)",,,CHEBI:30616 + CHEBI:57287 + CHEBI:131992 <=> CHEBI:136351 + CHEBI:456215 + CHEBI:33019,RHEA:52088
2575,1 L-cysteine residue + 1 ACoA  <=> 1 S-acyl-L-cysteine residue + 1 coenzyme A(4-),,,CHEBI:29950 + CHEBI:58342 <=> CHEBI:143535 + CHEBI:57287,RHEA:63372
2576,2 iron(2+) + 2 hydron + 1 dioxygen + 1 ACoA  <=> 2 iron(3+) + 2 water + 1 ACoA,,,CHEBI:29033 + CHEBI:15378 + CHEBI:15379 + CHEBI:74264 <=> CHEBI:29034 + CHEBI:15377 + CHEBI:57368,RHEA:46424
2577,1 hydron + 1 ACoA  + 1 ACoA  <=> 1 3-oxoacyl-CoA(4-) + 1 carbon dioxide + 1 coenzyme A(4-),,,CHEBI:15378 + CHEBI:58342 + CHEBI:57384 <=> CHEBI:90726 + CHEBI:16526 + CHEBI:57287,RHEA:50252
2578,1 hydrogen donor + 1 dioxygen + 1 ACoA  <=> 1 hydrogen acceptor + 2 water + 1 ACoA,,,CHEBI:17499 + CHEBI:15379 + CHEBI:57368 <=> CHEBI:13193 + CHEBI:15377 + CHEBI:73862,RHEA:36867
2579,1 hydrogen donor + 1 dioxygen + 1 ACoA  <=> 1 hydrogen acceptor + 2 water + 1 ACoA,,,CHEBI:17499 + CHEBI:15379 + CHEBI:74264 <=> CHEBI:13193 + CHEBI:15377 + CHEBI:57368,RHEA:36879
2580,1 coenzyme A(4-) + 1 PS  <=> 1 LPS  + 1 ACoA,,,CHEBI:57287 + CHEBI:57262 <=> CHEBI:64379 + CHEBI:58342,RHEA:33191
2581,1 2'-arachidonoylcardiolipin(2-) + 1 coenzyme A(4-) <=> 1 ACoA  + 1 MLCL,,,CHEBI:75995 + CHEBI:57287 <=> CHEBI:57368 + CHEBI:64743,RHEA:38635
2582,1 2-arachidonoyl-2'-monolysocardiolipin(2-) + 1 coenzyme A(4-) <=> 1 ACoA  + 1 DLCL,,,CHEBI:75996 + CHEBI:57287 <=> CHEBI:57368 + CHEBI:75137,RHEA:38639
2583,"1 coenzyme A(4-) + 1 PA 17:0,20:4 <=> 1 ACoA  + 1 LPA 17:0",,,CHEBI:57287 + CHEBI:78768 <=> CHEBI:57368 + CHEBI:74554,RHEA:42220
2584,"1 (5Z,8Z,11Z,13E)-15-HETE(1-) + 1 ATP(4-) + 1 coenzyme A(4-) <=> 1 15-hydroxy-(5Z,8Z,11Z,13E)-icosatetraenoyl-CoA(4-) + 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-)",,,CHEBI:78832 + CHEBI:30616 + CHEBI:57287 <=> CHEBI:136409 + CHEBI:456215 + CHEBI:33019,RHEA:52116
2585,"1 (13R)-S-glutathionyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate(2-) + 1 water <=> 1 (13R)-glycinylcystein-S-yl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate(1-) + 1 L-glutamate(1-)",,,CHEBI:137407 + CHEBI:15377 <=> CHEBI:137408 + CHEBI:29985,RHEA:53512
2586,"1 (13R)-glycinylcystein-S-yl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate(1-) + 1 water <=> 1 (13R)-S-cysteinyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoate(1-) + 1 glycine zwitterion",,,CHEBI:137408 + CHEBI:15377 <=> CHEBI:137410 + CHEBI:57305,RHEA:53540
2587,"1 1-octadecanoyl-2-(15-hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine zwitterion + 1 water <=> 1 (5Z,8Z,11Z,13E)-15-HETE(1-) + 1 hydron + 1 LPE 18:0",L_FAdelete,,CHEBI:146277 + CHEBI:15377 <=> CHEBI:78832 + CHEBI:15378 + CHEBI:75036,RHEA:63256
2588,"1 CTP(4-) + 1 hydron + 1 PA 20:4/20:4 <=> 1 diphosphate(3-) + 1 CDPDAG 20:4,20:4",L_HGmodify,,CHEBI:37563 + CHEBI:15378 + CHEBI:77126 <=> CHEBI:33019 + CHEBI:85351,RHEA:45656
2589,"1 coenzyme A(4-) + 1 PA 17:0,18:0 <=> 1 LPA 17:0 + 1 ACoA ",L_FAdelete,,CHEBI:57287 + CHEBI:84429 <=> CHEBI:74554 + CHEBI:57394,RHEA:44392
2590,1 3-hydroxypropionate + 1 NADP(3-) <=> 1 3-oxopropanoate + 1 hydron + 1 NADPH(4-),,,CHEBI:16510 + CHEBI:58349 <=> CHEBI:33190 + CHEBI:15378 + CHEBI:57783,RHEA:26438
2591,1 3-hydroxypropionate + 1 ATP(4-) + 1 coenzyme A(4-) <=> 1 3-hydroxypropanoyl-CoA(4-) + 1 adenosine 5'-monophosphate(2-) + 1 diphosphate(3-),,,CHEBI:16510 + CHEBI:30616 + CHEBI:57287 <=> CHEBI:58528 + CHEBI:456215 + CHEBI:33019,RHEA:26534
2592,1 3-hydroxypropionate <=> 1 3-hydroxypropionate,,,CHEBI:16510 <=> CHEBI:16510,RHEA:34951
2593,1 3-hydroxypropionate + 1 NAD(1-) <=> 1 3-oxopropanoate + 1 hydron + 1 NADH(2-),,,CHEBI:16510 + CHEBI:57540 <=> CHEBI:33190 + CHEBI:15378 + CHEBI:57945,RHEA:13357
2594,1 crocetin(2-) + 1 UDP-alpha-D-glucose(2-) <=> 1 beta-D-glucosyl crocetin(1-) + 1 UDP(3-),,,CHEBI:62767 + CHEBI:58885 <=> CHEBI:62766 + CHEBI:58223,RHEA:31463
2595,1 olivetolate + 1 geranyl diphosphate <=> 1 cannabigerolate + 1 diphosphate(3-),,,CHEBI:66950 + CHEBI:58057 <=> CHEBI:66962 + CHEBI:33019,RHEA:34127
2596,1 neryl diphosphate(3-) + 1 olivetolate <=> 1 cannabinerolate + 1 diphosphate(3-),,,CHEBI:57665 + CHEBI:66950 <=> CHEBI:66961 + CHEBI:33019,RHEA:34131
2597,1 cannabigerolate + 1 dioxygen <=> 1 Delta(9)-tetrahydrocannabinolate + 1 hydrogen peroxide,,,CHEBI:66962 + CHEBI:15379 <=> CHEBI:66963 + CHEBI:16240,RHEA:34135
2598,1 cannabinerolate + 1 dioxygen <=> 1 Delta(9)-tetrahydrocannabinolate + 1 hydrogen peroxide,,,CHEBI:66961 + CHEBI:15379 <=> CHEBI:66963 + CHEBI:16240,RHEA:34143
2599,1 cannabigerolate + 1 dioxygen <=> 1 cannabidiolate + 1 hydrogen peroxide,,,CHEBI:66962 + CHEBI:15379 <=> CHEBI:67136 + CHEBI:16240,RHEA:34411
2600,1 diphosphate(3-) + 1 presqualene diphosphate <=> 2 XXX,,,CHEBI:33019 + CHEBI:57310 <=> CHEBI:175763,RHEA:22672
2601,"1 3,5-dimethylorsellinate + 1 XXX  <=> 1 (3R)-farnesyl-2,3,5-trimethyl-6-oxido-4-oxocyclohexa-1,5-diene-1-carboxylate + 1 diphosphate(3-) + 1 hydron",,,CHEBI:131856 + CHEBI:175763 <=> CHEBI:131857 + CHEBI:33019 + CHEBI:15378,RHEA:49632
2602,1 hydron + 1 ilicicolin C(1-) + 1 NADPH(4-) + 1 dioxygen <=> 1 ascochlorin(1-) + 2 water + 1 NADP(3-),,,CHEBI:15378 + CHEBI:146156 + CHEBI:57783 + CHEBI:15379 <=> CHEBI:146157 + CHEBI:15377 + CHEBI:58349,RHEA:63100
2603,1 hydrogen acceptor + 1 ascofuranol(1-) <=> 1 hydrogen donor + 1 ascofuranone(1-),,,CHEBI:13193 + CHEBI:146159 <=> CHEBI:17499 + CHEBI:146160,RHEA:63112
2604,1 16-hydroxy-ilicicolin A epoxide(1-) <=> 1 ascofuranol(1-),,,CHEBI:146158 <=> CHEBI:146159,RHEA:63108
2605,1 1-deoxypentalenate + 2 hydron + 1 dioxygen + 1 tetra-mu3-sulfido-tetrairon(1+) <=> 1 water + 1 tetra-mu3-sulfido-tetrairon(2+) + 1 pentalenate,FFA_modify,,CHEBI:68650 + CHEBI:15378 + CHEBI:15379 + CHEBI:33723 <=> CHEBI:15377 + CHEBI:33722 + CHEBI:68649,RHEA:34499
2606,1 1-deoxy-11beta-hydroxypentalenate + 1 NAD(1-) <=> 1 1-deoxy-11-oxopentalenate + 1 hydron + 1 NADH(2-),FFA_modify,,CHEBI:70779 + CHEBI:57540 <=> CHEBI:70780 + CHEBI:15378 + CHEBI:57945,RHEA:34559
2607,1 1-deoxypentalenate + 1 2-oxoglutarate(2-) + 1 dioxygen <=> 1 1-deoxy-11beta-hydroxypentalenate + 1 carbon dioxide + 1 NEFA,FFA_modify,,CHEBI:68650 + CHEBI:16810 + CHEBI:15379 <=> CHEBI:70779 + CHEBI:16526 + CHEBI:30031,RHEA:34619
2608,1 1-deoxy-11-oxopentalenate + 1 hydron + 1 NADPH(4-) + 1 dioxygen <=> 1 water + 1 NADP(3-) + 1 pentalenolactone D(1-),,,CHEBI:70780 + CHEBI:15378 + CHEBI:57783 + CHEBI:15379 <=> CHEBI:15377 + CHEBI:58349 + CHEBI:70787,RHEA:34635
2609,1 1-deoxy-11-oxopentalenate + 1 hydron + 1 NADPH(4-) + 1 dioxygen <=> 1 water + 1 NADP(3-) + 1 neopentalenolactone D(1-),,,CHEBI:70780 + CHEBI:15378 + CHEBI:57783 + CHEBI:15379 <=> CHEBI:15377 + CHEBI:58349 + CHEBI:70859,RHEA:34639
